"","cell_line","tx","conc","Time","mean_Tx_over_T0","se_Tx_over_T0"
"51","78","CX","2.5","T0",100,0
"52","78","CX","2.5","T24",84.740635761627,2.02146649206263
"53","78","CX","2.5","T3",89.1989232946214,1.78990221624429
"54","78","CX","2.5","T48",100.714620522441,4.0119056271681
"55","78","CX","2.5","T96",120.289321035701,2.81922834233846
"56","78","DOX","0.1","T0",100,0
"57","78","DOX","0.1","T24",105.166981487965,2.78829900383823
"58","78","DOX","0.1","T3",109.061785049787,5.14960067525659
"59","78","DOX","0.1","T48",105.199331014649,5.23972424998768
"60","78","DOX","0.1","T96",115.064006737741,2.45002597870248
"61","78","DOX","0.5","T0",100,0
"62","78","DOX","0.5","T24",72.2395615989338,0.406236760393012
"63","78","DOX","0.5","T3",88.1872857788874,1.58320641835343
"64","78","DOX","0.5","T48",71.6411480092899,1.18155867447113
"65","78","DOX","0.5","T96",40.0237597291845,1.62396716040739
"66","78","DOX","2.5","T0",100,0
"67","78","DOX","2.5","T24",65.8640436186847,2.76945170887125
"68","78","DOX","2.5","T3",90.32007715707,1.67103927813558
"69","78","DOX","2.5","T48",62.2872088086638,1.81869677643628
"70","78","DOX","2.5","T96",42.5881374913545,0.792255954253866
"71","78","VEH","0.1","T0",100,0
"72","78","VEH","0.1","T24",94.3400251547984,2.16486295143734
"73","78","VEH","0.1","T3",91.5263860049428,0.483561659081368
"74","78","VEH","0.1","T48",96.820322216017,2.2417376470066
"75","78","VEH","0.1","T96",117.356238230404,3.60013163186556
"76","78","VEH","0.5","T0",100,0
"77","78","VEH","0.5","T24",91.6144664625486,2.49555602298946
"78","78","VEH","0.5","T3",88.3442049455357,2.31000273212917
"79","78","VEH","0.5","T48",120.136104334856,4.66510112964737
"80","78","VEH","0.5","T96",111.714760086569,0.928012940490068
"81","78","VEH","2.5","T0",100,0
"82","78","VEH","2.5","T24",89.6702488913752,1.53975547806516
"83","78","VEH","2.5","T3",89.9957491000635,1.97370014675174
"84","78","VEH","2.5","T48",109.548627231503,2.83445636481439
"85","78","VEH","2.5","T96",126.483561111078,4.24532566910323
"86","78","untx","0","T0",100,0
"87","78","untx","0","T24",99.4710739898351,2.58022874127009
"88","78","untx","0","T3",99.6747203928859,1.46607044559291
"89","78","untx","0","T48",100.366799671158,0.77802022444543
"90","78","untx","0","T96",99.3983761009859,2.81823519348726
"91","87","CX","0.1","T0",100,0
"92","87","CX","0.1","T24",85.7899538935137,1.33753915533782
"93","87","CX","0.1","T3",96.8249711282872,2.31023260797019
"94","87","CX","0.1","T48",103.282149000194,2.09566617203961
"95","87","CX","0.1","T96",73.2746616824646,1.63117196431551
"96","87","CX","0.5","T0",100,0
"97","87","CX","0.5","T24",84.0822753001591,1.8422094674768
"98","87","CX","0.5","T3",95.7759363947774,2.69062849149216
"99","87","CX","0.5","T48",97.2720114508474,3.51959905805329
"100","87","CX","0.5","T96",68.9840070350453,1.3650551088508
"101","87","CX","2.5","T0",100,0
"102","87","CX","2.5","T24",84.827362865776,2.25515393136592
"103","87","CX","2.5","T3",94.5508107865839,2.94171979672898
"104","87","CX","2.5","T48",101.421426017042,3.30040319178142
"105","87","CX","2.5","T96",62.4840039831875,1.41129494274523
"106","87","DOX","0.1","T0",100,0
"107","87","DOX","0.1","T24",93.5278073902228,2.0482055436355
"108","87","DOX","0.1","T3",114.017512356443,7.33943345585209
"109","87","DOX","0.1","T48",99.8843201138418,2.57797045980616
"110","87","DOX","0.1","T96",94.6891437429628,3.33523771419564
"111","87","DOX","0.5","T0",100,0
"112","87","DOX","0.5","T24",75.0327061391672,1.34903146241128
"113","87","DOX","0.5","T3",101.543784609907,2.98069986316718
"114","87","DOX","0.5","T48",66.4121169383819,2.55068076607754
"115","87","DOX","0.5","T96",21.9585115492771,0.717943012254795
"116","87","DOX","2.5","T0",100,0
"117","87","DOX","2.5","T24",69.4993170883027,2.29968147088599
"118","87","DOX","2.5","T3",100.14900867755,2.60816308384649
"119","87","DOX","2.5","T48",48.1675226716891,3.48550486098782
"120","87","DOX","2.5","T96",17.7545687719764,0.736679809330122
"121","87","VEH","0.1","T0",100,0
"122","87","VEH","0.1","T24",94.7193570909796,2.28646439015094
"123","87","VEH","0.1","T3",94.0317973166039,1.45536753611691
"124","87","VEH","0.1","T48",74.5584889009282,1.49103516427838
"125","87","VEH","0.1","T96",75.3676245657467,4.5029967031664
"126","87","VEH","0.5","T0",100,0
"127","87","VEH","0.5","T24",93.4816223968438,1.28019516835101
"128","87","VEH","0.5","T3",92.7345681469048,1.44097356869723
"129","87","VEH","0.5","T48",103.526601039424,2.31021329422169
"130","87","VEH","0.5","T96",104.657181812067,9.1971128298842
"131","87","VEH","2.5","T0",100,0
"132","87","VEH","2.5","T24",83.7734578989723,1.14492200363344
"133","87","VEH","2.5","T3",94.0038963790621,2.1726091782713
"134","87","VEH","2.5","T48",101.10718343754,2.16009406427587
"135","87","VEH","2.5","T96",77.6029450525116,0.895433463267916
"136","87","untx","0","T0",100,0
"137","87","untx","0","T24",99.9692905968008,2.35916315005356
"138","87","untx","0","T3",100.015518188585,3.33847512226237
"139","87","untx","0","T48",96.89470118153,4.86044407289261
"140","87","untx","0","T96",95.6887227600151,3.97732261355643
